P_SEQ,M_SEQ,M_NAME,A_SEQ,A_NAME,A_UNIT,A_PRICE,P_YEAR_MONTH,ADD_COL,M_TYPE_CODE,M_TYPE_NAME,M_GU_CODE,M_GU_NAME
403050,49,대림시장,99,돼지고기(생삼겹살),600g,8100,2013-01,농협,001,전통시장,380000,은평구
403051,49,대림시장,283,닭고기(육계),1마리(1.kg),5500,2013-01,하림 ,001,전통시장,380000,은평구
403052,49,대림시장,134,달걀(왕란),10개,1833,2013-01,왕란 30개 5500원,001,전통시장,380000,은평구
403053,49,대림시장,260,"조기(냉동,수입산)",1마리(23cm),3500,2013-01,부세 ,001,전통시장,380000,은평구
403054,49,대림시장,152,"명태(러시아,냉동)",1마리(35cm),2000,2013-01,,001,전통시장,380000,은평구
403055,49,대림시장,254,"오징어(생물,국산)",1마리(35cm),1500,2013-01,동해,001,전통시장,380000,은평구
403056,49,대림시장,268,"고등어(냉동,국산)",1마리(30cm),3000,2013-01,부산,001,전통시장,380000,은평구
403057,68,롯데백화점 미아점,305,"사과(부사, 300g)",1개(296g),1633,2013-01,친환경 6개 9800원,002,대형마트,305000,강북구
403058,68,롯데백화점 미아점,306,"배(신고, 600g)",1개(620g),5900,2013-01,,002,대형마트,305000,강북구
403059,68,롯데백화점 미아점,307,배추(2.5~3kg),1포기(2.0kg),4600,2013-01,속배추,002,대형마트,305000,강북구
403060,68,롯데백화점 미아점,308,무(1kg),1개(1.6kg),2400,2013-01,,002,대형마트,305000,강북구
403061,68,롯데백화점 미아점,309,양파(1.5kg망),1망,5100,2013-01,"무안, 8개",002,대형마트,305000,강북구
403062,68,롯데백화점 미아점,310,상추(100g),100g,1800,2013-01,익산,002,대형마트,305000,강북구
403063,68,롯데백화점 미아점,311,오이(다다기),1개,1000,2013-01,,002,대형마트,305000,강북구
403064,68,롯데백화점 미아점,312,애호박,1개,2700,2013-01,바이오 애호박 ,002,대형마트,305000,강북구
403065,68,롯데백화점 미아점,58,"쇠고기(한우,불고기)",600g(1등급),23400,2013-01,"전북완주, 100g 3900원 세일",002,대형마트,305000,강북구
403066,68,롯데백화점 미아점,99,돼지고기(생삼겹살),600g,12000,2013-01,"박달재, 100g 2000원",002,대형마트,305000,강북구
403067,68,롯데백화점 미아점,283,닭고기(육계),"1마리(1,1kg)",8900,2013-01,마니커,002,대형마트,305000,강북구
403068,68,롯데백화점 미아점,181,달걀(왕란),10개,2800,2013-01,아침에 한알,002,대형마트,305000,강북구
403069,68,롯데백화점 미아점,258,"조기(생물,국산)",1마리(33cm),12900,2013-01,제주 참조기 제수용,002,대형마트,305000,강북구
403070,68,롯데백화점 미아점,265,"명태(생물,수입산)",1마리(cm),0,2013-01,미판매,002,대형마트,305000,강북구
403071,68,롯데백화점 미아점,254,"오징어(생물,국산)",1마리(42cm),3225,2013-01,동해 .4마리 12900원,002,대형마트,305000,강북구
403072,68,롯데백화점 미아점,266,"고등어(생물,국산)",1마리(37cm),7900,2013-01,,002,대형마트,305000,강북구
403073,120,망원시장,305,"사과(부사, 300g)",1개(300g),1000,2013-01,국산(청송꿀사과),001,전통시장,440000,마포구
403074,120,망원시장,306,"배(신고, 600g)",1개(600g),2000,2013-01,국내(햇나주배),001,전통시장,440000,마포구
403075,120,망원시장,307,배추(2.5~3kg),1포기,2330,2013-01,해남(한망 3개) 7000원,001,전통시장,440000,마포구
403076,120,망원시장,308,무(1kg),1포기,1000,2013-01,국산(제주무),001,전통시장,440000,마포구
403077,120,망원시장,309,양파(1.5kg망),1망(1kg),3000,2013-01,무안,001,전통시장,440000,마포구
403078,120,망원시장,23,상추,1봉(300g),1500,2013-01,이천,001,전통시장,440000,마포구
403079,120,망원시장,311,오이(다다기),1개,500,2013-01,상주,001,전통시장,440000,마포구
403080,120,망원시장,312,애호박,1개,1500,2013-01,진주(논개),001,전통시장,440000,마포구
403081,120,망원시장,58,"쇠고기(한우,불고기)",600g(1등급),16800,2013-01,국내(토종한우),001,전통시장,440000,마포구
403082,120,망원시장,99,돼지고기(생삼겹살),600g,8400,2013-01,국내(보성녹차)세일,001,전통시장,440000,마포구
403083,120,망원시장,283,닭고기(육계),1마리(1.4kg),6000,2013-01,국내하림,001,전통시장,440000,마포구
403084,120,망원시장,134,달걀(왕란),10개,1670,2013-01,국내,001,전통시장,440000,마포구
403085,120,망원시장,136,"조기(국산,생물)",1마리(소),1000,2013-01,,001,전통시장,440000,마포구
403086,120,망원시장,152,"명태(러시아,냉동)",1마리(중),2500,2013-01,,001,전통시장,440000,마포구
403087,120,망원시장,254,"오징어(생물,국산)",1마리(중),2500,2013-01,(동해),001,전통시장,440000,마포구
403088,120,망원시장,266,"고등어(생물,국산)",1마리(소),1500,2013-01,(부산),001,전통시장,440000,마포구
403089,122,그랜드마트 신촌점,305,"사과(부사, 300g)",1개,2490,2013-01,국내(얼음골사과),002,대형마트,440000,마포구
403090,122,그랜드마트 신촌점,306,"배(신고, 600g)",1개,2330,2013-01,국내(못생긴폴리페놀배),002,대형마트,440000,마포구
403091,122,그랜드마트 신촌점,307,배추(2.5~3kg),1포기,6960,2013-01,국내(고냉지배추),002,대형마트,440000,마포구
403092,122,그랜드마트 신촌점,308,무(1kg),1개,1480,2013-01,국내(제주세척무),002,대형마트,440000,마포구
403093,122,그랜드마트 신촌점,309,양파(1.5kg망),"1망(1,3kg)",4480,2013-01,국산(그랜드),002,대형마트,440000,마포구
403094,122,그랜드마트 신촌점,310,상추(100g),1봉지(130g),1980,2013-01,국내(적상추),002,대형마트,440000,마포구
403095,122,그랜드마트 신촌점,311,오이(다다기),1개,790,2013-01,국내(소양강),002,대형마트,440000,마포구
403096,122,그랜드마트 신촌점,312,애호박,1개,2980,2013-01,국내(북서울),002,대형마트,440000,마포구
403097,122,그랜드마트 신촌점,58,"쇠고기(한우,불고기)",600g(1등급),23880,2013-01,국내(소백산),002,대형마트,440000,마포구
403098,122,그랜드마트 신촌점,202,돼지고기(생삼겹살),600g,11880,2013-01,국내(안심포크),002,대형마트,440000,마포구
403099,122,그랜드마트 신촌점,283,닭고기(육계),1마리(700g),2980,2013-01,국내(하림닭8호)세일,002,대형마트,440000,마포구
403100,122,그랜드마트 신촌점,181,달걀(왕란),10개,1980,2013-01,국내(신선란),002,대형마트,440000,마포구
403101,122,그랜드마트 신촌점,258,"조기(생물,국산)",1마리(소),900,2013-01,,002,대형마트,440000,마포구
403102,122,그랜드마트 신촌점,152,"명태(러시아,냉동)",1마리(대),6800,2013-01,,002,대형마트,440000,마포구
403103,122,그랜드마트 신촌점,254,"오징어(생물,국산)",1마리(중),3980,2013-01,속초,002,대형마트,440000,마포구
403104,122,그랜드마트 신촌점,266,"고등어(생물,국산)",1마리(중),2980,2013-01,부산,002,대형마트,440000,마포구
403105,130,롯데백화점 영등포점,305,"사과(부사, 300g)",1개,1500,2013-01,부사낱개,002,대형마트,560000,영등포구
403106,130,롯데백화점 영등포점,306,"배(신고, 600g)",1개,3000,2013-01,신고배낱개,002,대형마트,560000,영등포구
403107,130,롯데백화점 영등포점,26,배추,1포기,4980,2013-01,"프레가채소, 솎음배추1통",002,대형마트,560000,영등포구
403108,130,롯데백화점 영등포점,274,"무(세척무, 중)",1개(2.2kg),2500,2013-01,햇무 프레가 신선채소,002,대형마트,560000,영등포구
403109,130,롯데백화점 영등포점,272,양파(작은망),1망(1.5kg),4800,2013-01,망양파 8입,002,대형마트,560000,영등포구
403110,130,롯데백화점 영등포점,310,상추(100g),1봉지,2500,2013-01,유기농청상추 150g 3500원,002,대형마트,560000,영등포구
403111,130,롯데백화점 영등포점,311,오이(다다기),1개,1000,2013-01,국산 ,002,대형마트,560000,영등포구
403112,130,롯데백화점 영등포점,312,애호박,1개,2480,2013-01,프레가 신선애호박,002,대형마트,560000,영등포구
403113,130,롯데백화점 영등포점,58,"쇠고기(한우,불고기)",600g(1+등급),19800,2013-01,대관령 한우 100g 3300원 1등급,002,대형마트,560000,영등포구
403114,130,롯데백화점 영등포점,202,돼지고기(생삼겹살),600g,21100,2013-01,제주삼겹살 100g 3350원,002,대형마트,560000,영등포구
403115,130,롯데백화점 영등포점,283,닭고기(육계),1마리(1.1kg),12500,2013-01,하림토종닭,002,대형마트,560000,영등포구
403116,130,롯데백화점 영등포점,134,달걀(왕란),10개,4400,2013-01,안심계란,002,대형마트,560000,영등포구
403117,130,롯데백화점 영등포점,261,"조기(생물,수입산)",1마리(35cm),7800,2013-01,"백조기.  중국부세조기 7,000원",002,대형마트,560000,영등포구
403118,130,롯데백화점 영등포점,152,"명태(러시아,냉동)",1마리(45cm),5000,2013-01,코다리,002,대형마트,560000,영등포구
403119,130,롯데백화점 영등포점,254,"오징어(생물,국산)",1마리(30cm),2500,2013-01,,002,대형마트,560000,영등포구
403120,130,롯데백화점 영등포점,266,"고등어(생물,국산)",1마리(35cm),6500,2013-01,,002,대형마트,560000,영등포구
403121,133,원당종합시장,305,"사과(부사, 300g)",1개,2500,2013-01,청송부사,001,전통시장,620000,관악구
403122,133,원당종합시장,306,"배(신고, 600g)",1개,4000,2013-01,나주 신고배,001,전통시장,620000,관악구
403123,133,원당종합시장,307,배추(2.5~3kg),1포기,5000,2013-01,국산 햇배추 ,001,전통시장,620000,관악구
403124,133,원당종합시장,308,무(1kg),1개,2000,2013-01,제주무,001,전통시장,620000,관악구
403125,133,원당종합시장,309,양파(1.5kg망),1망,4500,2013-01,국산,001,전통시장,620000,관악구
403126,133,원당종합시장,310,상추(100g),100g,750,2013-01,"국산 400g 3,000원",001,전통시장,620000,관악구
403127,133,원당종합시장,311,오이(다다기),1개,666,2013-01,"국산 3개 2,000원",001,전통시장,620000,관악구
403128,133,원당종합시장,312,애호박,1개,2000,2013-01,논개 애호박,001,전통시장,620000,관악구
403129,133,원당종합시장,58,"쇠고기(한우,불고기)",600g(1등급),24000,2013-01,음성농협,001,전통시장,620000,관악구
403130,133,원당종합시장,99,돼지고기(생삼겹살),600g,12800,2013-01,음성농협,001,전통시장,620000,관악구
403131,133,원당종합시장,283,닭고기(육계),1마리,6000,2013-01,체리브로,001,전통시장,620000,관악구
403132,133,원당종합시장,17,달걀,10개,2500,2013-01,영양란,001,전통시장,620000,관악구
403133,133,원당종합시장,258,"조기(생물,국산)",1마리,700,2013-01,"참조기12마리 10,000원",001,전통시장,620000,관악구
403134,133,원당종합시장,265,"명태(생물,수입산)",1마리,6000,2013-01,일본산,001,전통시장,620000,관악구
403135,133,원당종합시장,256,"오징어(냉동,국산)",1마리,2500,2013-01,,001,전통시장,620000,관악구
403136,133,원당종합시장,268,"고등어(냉동,국산)",1마리,4000,2013-01,(대),001,전통시장,620000,관악구
403137,1,통인시장,305,"사과(부사, 300g)",1개,2000,2013-01,의성,001,전통시장,110000,종로구
403138,1,통인시장,306,"배(신고, 600g)",1개,3000,2013-01,안성,001,전통시장,110000,종로구
403139,1,통인시장,307,배추(2.5~3kg),1포기,5000,2013-01,국내,001,전통시장,110000,종로구
403140,1,통인시장,308,무(1kg),1개,1500,2013-01,제주산,001,전통시장,110000,종로구
403141,1,통인시장,309,양파(1.5kg망),1망,2000,2013-01,무안(1kg),001,전통시장,110000,종로구
403142,1,통인시장,310,상추(100g),100g,750,2013-01,충주 1근 3000원,001,전통시장,110000,종로구
403143,1,통인시장,311,오이(다다기),1개,700,2013-01,공주,001,전통시장,110000,종로구
403144,1,통인시장,312,애호박,1개,1500,2013-01,고성,001,전통시장,110000,종로구
403145,1,통인시장,58,"쇠고기(한우,불고기)",600g,16000,2013-01,국내산 2등급,001,전통시장,110000,종로구
403146,1,통인시장,99,돼지고기(생삼겹살),600g,10000,2013-01,국내산,001,전통시장,110000,종로구
403147,1,통인시장,283,닭고기(육계),1마리(1kg),7000,2013-01,하림(국내산),001,전통시장,110000,종로구
403148,1,통인시장,134,달걀(왕란),10개,2000,2013-01,영양란,001,전통시장,110000,종로구
403149,1,통인시장,260,"조기(냉동,수입산)",1마리(20cm),7000,2013-01,중국,001,전통시장,110000,종로구
403150,1,통인시장,315,"명태(45cm,수입산)",1마리(45cm),5000,2013-01,미국,001,전통시장,110000,종로구
403151,1,통인시장,256,"오징어(냉동,국산)",1마리(25cm),2500,2013-01,제주,001,전통시장,110000,종로구
403152,1,통인시장,268,"고등어(냉동,국산)",1마리(25cm),3000,2013-01,부산,001,전통시장,110000,종로구
403153,2,신세계백화점,305,"사과(부사, 300g)",1개,2360,2013-01,프레쉬스타 국내산사과5입 11800원,002,대형마트,140000,중구
403154,2,신세계백화점,306,"배(신고, 600g)",1개,6900,2013-01,프레쉬스타 국내산2입 13800원,002,대형마트,140000,중구
403155,2,신세계백화점,307,배추(2.5~3kg),1포기,6800,2013-01,국내산,002,대형마트,140000,중구
403156,2,신세계백화점,308,무(1kg),1개,2500,2013-01,신세계 프레쉬스타,002,대형마트,140000,중구
403157,2,신세계백화점,24,양파,1망(1kg),4300,2013-01,전북익산,002,대형마트,140000,중구
403158,2,신세계백화점,23,상추,1봉지(100g),1770,2013-01,국내산 청상추 150g 2650원,002,대형마트,140000,중구
403159,2,신세계백화점,311,오이(다다기),1개,993,2013-01,취청 오이3개 2980원,002,대형마트,140000,중구
403160,2,신세계백화점,312,애호박,1개,2400,2013-01,국내산 인큐애호박,002,대형마트,140000,중구
403161,2,신세계백화점,58,"쇠고기(한우,불고기)",600g(1등급),21000,2013-01,축산물공판장 국내산 한우 고기 100g 2980원,002,대형마트,140000,중구
403162,2,신세계백화점,202,돼지고기(생삼겹살),600g,14040,2013-01,프레쉬스타 도드람Lpc국내산100g 2340원,002,대형마트,140000,중구
403163,2,신세계백화점,283,닭고기(육계),1마리(1120g),9900,2013-01,자연살록(하림토종닭)1120g,002,대형마트,140000,중구
403164,2,신세계백화점,134,달걀(왕란),10개,2600,2013-01,"산골왕중란, 15개 3900원",002,대형마트,140000,중구
403165,2,신세계백화점,136,"조기(국산,생물)",1마리(20cm),17500,2013-01,참조기 2마리 35000원,002,대형마트,140000,중구
403166,2,신세계백화점,152,"명태(러시아,냉동)",1마리(45cm),0,2013-01,입고안됨,002,대형마트,140000,중구
403167,2,신세계백화점,254,"오징어(생물,국산)",1마리(25cm),2250,2013-01,포항(작은거)1팩 2마리 4500원,002,대형마트,140000,중구
403168,2,신세계백화점,266,"고등어(생물,국산)",1마리(35cm),5500,2013-01,부산,002,대형마트,140000,중구
403169,206,하나로클럽 미아점,305,"사과(부사, 300g)",1개(320),2846,2013-01,아침마루 3개 8540원,002,대형마트,305000,강북구
403170,206,하나로클럽 미아점,306,"배(신고, 600g)",1개(610g),2733,2013-01,뜨라네 3개 8200원,002,대형마트,305000,강북구
403171,206,하나로클럽 미아점,307,배추(2.5~3kg),1포기(1.5kg),2150,2013-01,쌈배추,002,대형마트,305000,강북구
403172,206,하나로클럽 미아점,308,무(1kg),1개(1.0kg),750,2013-01,제주,002,대형마트,305000,강북구
403173,206,하나로클럽 미아점,309,양파(1.5kg망),1망,3580,2013-01,무안,002,대형마트,305000,강북구
403174,206,하나로클럽 미아점,310,상추(100g),100g,1230,2013-01,,002,대형마트,305000,강북구
403175,206,하나로클럽 미아점,311,오이(다다기),1개,1100,2013-01,,002,대형마트,305000,강북구
403176,206,하나로클럽 미아점,119,호박(인큐베이터),1개,1940,2013-01,뜨레가 애호박,002,대형마트,305000,강북구
403177,206,하나로클럽 미아점,106,쇠고기(한우2등급),600g(2등급),16680,2013-01,전남장흥100g 2780원,002,대형마트,305000,강북구
403178,206,하나로클럽 미아점,99,돼지고기(생삼겹살),600g,5940,2013-01,목우촌 100g 990원,002,대형마트,305000,강북구
403179,206,하나로클럽 미아점,18,닭고기,1마리(1.15kg),5690,2013-01,목우촌 ,002,대형마트,305000,강북구
403180,206,하나로클럽 미아점,134,달걀(왕란),10개,990,2013-01,농협 안심신선란.세일중,002,대형마트,305000,강북구
403181,206,하나로클럽 미아점,259,"조기(냉동,국산)",1마리(25cm),1180,2013-01,참조기 5마리 5900원,002,대형마트,305000,강북구
403182,206,하나로클럽 미아점,152,"명태(러시아,냉동)",1마리(32cm),1900,2013-01,,002,대형마트,305000,강북구
403183,206,하나로클럽 미아점,256,"오징어(냉동,국산)",1마리(33cm),1400,2013-01,"동해,작음",002,대형마트,305000,강북구
403184,206,하나로클럽 미아점,266,"고등어(생물,국산)",1마리(35cm),3900,2013-01,,002,대형마트,305000,강북구
403185,6,이마트 용산점,305,"사과(부사, 300g)",1개,1875,2013-01,4개 7500원,002,대형마트,170000,용산구
403186,6,이마트 용산점,306,"배(신고, 600g)",1개,3700,2013-01,4개 14800원,002,대형마트,170000,용산구
403187,6,이마트 용산점,307,배추(2.5~3kg),1포기,2980,2013-01,,002,대형마트,170000,용산구
403188,6,이마트 용산점,308,무(1kg),1개,1480,2013-01,,002,대형마트,170000,용산구
403189,6,이마트 용산점,309,양파(1.5kg망),"1,5kg",4280,2013-01,1망 8개,002,대형마트,170000,용산구
403190,6,이마트 용산점,23,상추,1봉지(150g),1580,2013-01,,002,대형마트,170000,용산구
403191,6,이마트 용산점,311,오이(다다기),1개,1190,2013-01,2개 2380원,002,대형마트,170000,용산구
403192,6,이마트 용산점,312,애호박,1개,2880,2013-01,,002,대형마트,170000,용산구
403193,6,이마트 용산점,131,쇠고기(한우1등급),600g,21000,2013-01,100g 3500원,002,대형마트,170000,용산구
403194,6,이마트 용산점,99,돼지고기(생삼겹살),600g,5820,2013-01,100g 970원,002,대형마트,170000,용산구
403195,6,이마트 용산점,283,닭고기(육계),800g,8500,2013-01,1600g ,002,대형마트,170000,용산구
403196,6,이마트 용산점,134,달걀(왕란),15개,3780,2013-01,난이생생,002,대형마트,170000,용산구
403197,6,이마트 용산점,144,"조기(국산,냉동)",1마리(25cm),1750,2013-01,5마리 8900원,002,대형마트,170000,용산구
403198,6,이마트 용산점,152,"명태(러시아,냉동)",1마리(45cm),1100,2013-01,,002,대형마트,170000,용산구
403199,6,이마트 용산점,254,"오징어(생물,국산)",1마리(15m),2980,2013-01,,002,대형마트,170000,용산구
403200,6,이마트 용산점,266,"고등어(생물,국산)",1마리(30cm),2800,2013-01,,002,대형마트,170000,용산구
403201,8,롯데마트 서울역점,270,"사과(부사),중급(중)",1개  270g,1360,2013-01,서리맞은얼음골사과 밀양,002,대형마트,140000,중구
403202,8,롯데마트 서울역점,51,"배(신고),중급(중)",1개  585g ,2000,2013-01,알뜰주먹배 농업법인(주)성원,002,대형마트,140000,중구
403203,8,롯데마트 서울역점,175,배추(중간),1포기  1.5kg,3000,2013-01,햇배추 해남,002,대형마트,140000,중구
403204,8,롯데마트 서울역점,133,무(세척무),1개   1.4kg,1200,2013-01,제주,002,대형마트,140000,중구
403205,8,롯데마트 서울역점,309,양파(1.5kg망),1망,4900,2013-01,전남 무안,002,대형마트,140000,중구
403206,8,롯데마트 서울역점,310,상추(100g),1봉지,1130,2013-01,예냉적상추 경기 용인,002,대형마트,140000,중구
403207,8,롯데마트 서울역점,311,오이(다다기),1개,1500,2013-01,농촌진흥청,002,대형마트,140000,중구
403208,8,롯데마트 서울역점,118,"호박(인큐베이터),중간",1개,3300,2013-01,빛그린광양애호박 광양농협,002,대형마트,140000,중구
403209,8,롯데마트 서울역점,98,쇠고기(한우2등급),1근,20400,2013-01,한우앞다리 팜스토리LPC,002,대형마트,140000,중구
403210,8,롯데마트 서울역점,99,돼지고기(생삼겹살),1근,11400,2013-01,올리브포크(주)우진산업,002,대형마트,140000,중구
403211,8,롯데마트 서울역점,283,닭고기(육계),1마리  750g,6900,2013-01,하림닭볶음용,002,대형마트,140000,중구
403212,8,롯데마트 서울역점,134,달걀(왕란),10개,2850,2013-01,프라임엠1등급 경북 영주,002,대형마트,140000,중구
403213,8,롯데마트 서울역점,144,"조기(국산,냉동)",1마리  20cm,800,2013-01,참조기 제주,002,대형마트,140000,중구
403214,8,롯데마트 서울역점,152,"명태(러시아,냉동)",1마리  45cm,2800,2013-01,,002,대형마트,140000,중구
403215,8,롯데마트 서울역점,254,"오징어(생물,국산)",1마리  22cm몸통길이,1650,2013-01,총알오징어 강원도,002,대형마트,140000,중구
403216,8,롯데마트 서울역점,268,"고등어(냉동,국산)",1마리  38cm,2900,2013-01,부산,002,대형마트,140000,중구
403217,10,용문시장,305,"사과(부사, 300g)",1개,3250,2013-01,2개 6500원,001,전통시장,170000,용산구
403218,10,용문시장,306,"배(신고, 600g)",1개,4750,2013-01,2개 9500원,001,전통시장,170000,용산구
403219,10,용문시장,307,배추(2.5~3kg),1포기,3670,2013-01,3통 11000원,001,전통시장,170000,용산구
403220,10,용문시장,308,무(1kg),1개,1000,2013-01,,001,전통시장,170000,용산구
403221,10,용문시장,309,양파(1.5kg망),1망1.5Kg,3300,2013-01,,001,전통시장,170000,용산구
403222,10,용문시장,23,상추,100g,1900,2013-01,,001,전통시장,170000,용산구
403223,10,용문시장,311,오이(다다기),1개,500,2013-01,3개 1500원,001,전통시장,170000,용산구
403224,10,용문시장,277,호박,1개,1650,2013-01,,001,전통시장,170000,용산구
403225,10,용문시장,58,"쇠고기(한우,불고기)",600g,9900,2013-01,유구,001,전통시장,170000,용산구
403226,10,용문시장,52,돼지고기(삼겹살),600g,7500,2013-01,국산,001,전통시장,170000,용산구
403227,10,용문시장,283,닭고기(육계),1000g,4500,2013-01,하림닭,001,전통시장,170000,용산구
403228,10,용문시장,134,달걀(왕란),10개,2650,2013-01,텃골 영양란,001,전통시장,170000,용산구
403229,10,용문시장,259,"조기(냉동,국산)",1마리(35cm),1112,2013-01,9마리 10000원,001,전통시장,170000,용산구
403230,10,용문시장,152,"명태(러시아,냉동)",1마리(45cm),2000,2013-01,,001,전통시장,170000,용산구
403231,10,용문시장,254,"오징어(생물,국산)",1마리(15m),2500,2013-01,,001,전통시장,170000,용산구
403232,10,용문시장,266,"고등어(생물,국산)",1마리(25cm),3000,2013-01,,001,전통시장,170000,용산구
403233,33,현대백화점 신촌점,28,사과,1개(250g),2700,2013-01,"경북 청송.5개-13,500원",002,대형마트,410000,서대문구
403234,33,현대백화점 신촌점,27,배,1개(600g),6200,2013-01,"경기 평택. 3개-18,500원",002,대형마트,410000,서대문구
403235,33,현대백화점 신촌점,125,배추(국산),1포기2.5kg),4700,2013-01,해남,002,대형마트,410000,서대문구
403236,33,현대백화점 신촌점,308,무(1kg),1개(2.2kg),2500,2013-01,제주도,002,대형마트,410000,서대문구
403237,33,현대백화점 신촌점,24,양파,1망(1.8kg),5500,2013-01,무안 문경미네.,002,대형마트,410000,서대문구
403238,33,현대백화점 신촌점,310,상추(100g),1봉지,1800,2013-01,경기 남양주. 친환경,002,대형마트,410000,서대문구
403239,33,현대백화점 신촌점,311,오이(다다기),1개,1000,2013-01,경북 김천 ,002,대형마트,410000,서대문구
403240,33,현대백화점 신촌점,312,애호박,1개 ,1900,2013-01,논개 애호박,002,대형마트,410000,서대문구
403241,33,현대백화점 신촌점,131,쇠고기(한우1등급),600g,15960,2013-01,"100g-2,660원 농협 부천. 세일가",002,대형마트,410000,서대문구
403242,33,현대백화점 신촌점,99,돼지고기(생삼겹살),600g,10080,2013-01,"100g-1,680원 도드람.선진포크. 세일가",002,대형마트,410000,서대문구
403243,33,현대백화점 신촌점,283,닭고기(육계),1마리(1.1kg),9100,2013-01,하림 자연실록. ,002,대형마트,410000,서대문구
403244,33,현대백화점 신촌점,17,달걀,10개,3200,2013-01,활성란. 경북 봉화,002,대형마트,410000,서대문구
403245,33,현대백화점 신촌점,136,"조기(국산,생물)",1마리(25cm),8000,2013-01,백조기 제주,002,대형마트,410000,서대문구
403246,33,현대백화점 신촌점,265,"명태(생물,수입산)",1마리,7000,2013-01,캐나다산,002,대형마트,410000,서대문구
403247,33,현대백화점 신촌점,254,"오징어(생물,국산)",1마리,3250,2013-01,속초,002,대형마트,410000,서대문구
403248,33,현대백화점 신촌점,266,"고등어(생물,국산)",1마리(30cm),6500,2013-01,부산,002,대형마트,410000,서대문구
403249,53,이마트 은평점,28,사과,1개,1700,2013-01,밀양얼음골,002,대형마트,380000,은평구
403250,53,이마트 은평점,276,배(신고),1개,4600,2013-01,신고배,002,대형마트,380000,은평구
403251,53,이마트 은평점,307,배추(2.5~3kg),1포기,2980,2013-01,국산,002,대형마트,380000,은평구
403252,53,이마트 은평점,25,무,1개,1480,2013-01,세척무,002,대형마트,380000,은평구
403253,53,이마트 은평점,24,양파,1망(2.5kg),4280,2013-01,국산,002,대형마트,380000,은평구
403254,53,이마트 은평점,23,상추,1봉지(100g),1052,2013-01,논산양촌,002,대형마트,380000,은평구
403255,53,이마트 은평점,311,오이(다다기),1개,1025,2013-01,국산,002,대형마트,380000,은평구
403256,53,이마트 은평점,312,애호박,1개,1880,2013-01,논개,002,대형마트,380000,은평구
403257,53,이마트 은평점,131,쇠고기(한우1등급),600g,22800,2013-01,농협음성100g 3800원,002,대형마트,380000,은평구
403258,53,이마트 은평점,52,돼지고기(삼겹살),600g,5280,2013-01,서림글로벌100g 970원,002,대형마트,380000,은평구
403259,53,이마트 은평점,18,닭고기,1마리1000g),7450,2013-01,하림통닭,002,대형마트,380000,은평구
403260,53,이마트 은평점,17,달걀,10개,2320,2013-01,난이생생 ,002,대형마트,380000,은평구
403261,53,이마트 은평점,144,"조기(국산,냉동)",1마리(22cm),5980,2013-01,참조기,002,대형마트,380000,은평구
403262,53,이마트 은평점,152,"명태(러시아,냉동)",1마리(40cm),1495,2013-01,,002,대형마트,380000,은평구
403263,53,이마트 은평점,256,"오징어(냉동,국산)",1마리(40cm),2980,2013-01,大,002,대형마트,380000,은평구
403264,53,이마트 은평점,266,"고등어(생물,국산)",1마리(35cm),3980,2013-01,부산 大,002,대형마트,380000,은평구
403265,55,광장시장,305,"사과(부사, 300g)",1개,2000,2013-01,의성,001,전통시장,110000,종로구
403266,55,광장시장,306,"배(신고, 600g)",1개,4000,2013-01,안성,001,전통시장,110000,종로구
403267,55,광장시장,307,배추(2.5~3kg),1포기,5000,2013-01,국내산,001,전통시장,110000,종로구
403268,55,광장시장,308,무(1kg),1개,2000,2013-01,제주산,001,전통시장,110000,종로구
403269,55,광장시장,309,양파(1.5kg망),1망,2000,2013-01,무안(1kg),001,전통시장,110000,종로구
403270,55,광장시장,310,상추(100g),100g,750,2013-01,충주 (1근 3000원),001,전통시장,110000,종로구
403271,55,광장시장,311,오이(다다기),1개,1000,2013-01,상주,001,전통시장,110000,종로구
403272,55,광장시장,119,호박(인큐베이터),1개,2000,2013-01,고성,001,전통시장,110000,종로구
403273,55,광장시장,58,"쇠고기(한우,불고기)",600g,20000,2013-01,2등급 농협서울-도축장,001,전통시장,110000,종로구
403274,55,광장시장,99,돼지고기(생삼겹살),600g,9000,2013-01,대구,001,전통시장,110000,종로구
403275,55,광장시장,283,닭고기(육계),1마리(1kg),4500,2013-01,하림,001,전통시장,110000,종로구
403276,55,광장시장,181,달걀(왕란),10개,2000,2013-01,영양란,001,전통시장,110000,종로구
403277,55,광장시장,260,"조기(냉동,수입산)",1마리(20cm),5000,2013-01,중국,001,전통시장,110000,종로구
403278,55,광장시장,265,"명태(생물,수입산)",1마리(45cm),5000,2013-01,미국산,001,전통시장,110000,종로구
403279,55,광장시장,256,"오징어(냉동,국산)",1마리(25cm),1500,2013-01,"제주, 선동(작은거)",001,전통시장,110000,종로구
403280,55,광장시장,266,"고등어(생물,국산)",1마리(30cm),2000,2013-01,부산(작은거),001,전통시장,110000,종로구
403281,63,농협 하나로마트 용산점,305,"사과(부사, 300g)",1개,1750,2013-01,4개 7000원,002,대형마트,170000,용산구
403282,63,농협 하나로마트 용산점,306,"배(신고, 600g)",1개,1475,2013-01,4개 5900원,002,대형마트,170000,용산구
403283,63,농협 하나로마트 용산점,307,배추(2.5~3kg),1포기,2400,2013-01,3통 7200원,002,대형마트,170000,용산구
